season,fixtures_count,status,fixtures_url
2024-2025,0,no_data,"https://fbref.com/en/comps/193/2024-2025/schedule/2024-2025-Premiere-Ligue-Scores-and-Fixtures"
2023-2024,136,success,"https://fbref.com/en/comps/193/2023-2024/schedule/2023-2024-Premiere-Ligue-Scores-and-Fixtures"
