season,fixtures_count,status,fixtures_url
2025-2026,380,success,"https://fbref.com/en/comps/9/schedule/Premier League-Scores-and-Fixtures"
2024-2025,380,success,"https://fbref.com/en/comps/9/2024-2025/schedule/2024-2025-Premier League-Scores-and-Fixtures"
2023-2024,0,no_data,"https://fbref.com/en/comps/9/2023-2024/schedule/2023-2024-Premier League-Scores-and-Fixtures"
