gameweek,date,day_of_week,start_time,home_team,away_team,home_score,away_score,score,home_xg,away_xg,venue,attendance,referee,status,result,home_team_url,away_team_url,match_report_url
2,2020-09-13,Sun,14:00 (06:00),Birmingham City,Manchester Utd,2,5,2–5,0.3,2.5,SportNation.bet Stadium,,Lucy Oliver,completed,away_win,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/matches/b834bfd0/Birmingham-City-Manchester-United-September-13-2020-Womens-Super-League
3,2020-10-03,Sat,12:30 (04:30),Aston Villa,Everton,,6,0–6,0.8,2.4,The Banks's Stadium,,Kirsty Dowle,completed,away_win,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/matches/efc5deee/Aston-Villa-Everton-October-3-2020-Womens-Super-League
3,2020-10-04,Sun,12:00 (04:00),Manchester Utd,Brighton,3,,3–0,4.5,0.5,Leigh Sports Village Stadium,,Elliot Swallow,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/ed992d38/Manchester-United-Brighton-and-Hove-Albion-October-4-2020-Womens-Super-League
3,2020-10-04,Sun,12:30 (04:30),Manchester City,Tottenham,4,1,4–1,2.8,0.2,Academy Stadium,,Stacey Pearson,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/matches/2ac494ae/Manchester-City-Tottenham-October-4-2020-Womens-Super-League
3,2020-10-04,Sun,14:00 (06:00),Arsenal,Bristol City,3,1,3–1,3.2,0.1,Meadow Park,,Jack Packman,completed,home_win,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/matches/10d0526f/Arsenal-Bristol-City-October-4-2020-Womens-Super-League
3,2020-10-04,Sun,14:30 (06:30),Birmingham City,Chelsea,,1,0–1,0.1,1.3,SportNation.bet Stadium,,Abigail Bryne,completed,away_win,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/matches/5e1592a1/Birmingham-City-Chelsea-October-4-2020-Womens-Super-League
3,2020-10-04,Sun,15:00 (07:00),West Ham,Reading,,1,0–1,1.4,1.3,Chigwell Construction Stadium,,Rob Whitton,completed,away_win,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/matches/2195f283/West-Ham-United-Reading-October-4-2020-Womens-Super-League
4,2020-10-10,Sat,12:30 (04:30),Tottenham,Manchester Utd,,1,0–1,0.2,1.6,The Hive Stadium,,Amy Fearn,completed,away_win,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/matches/c52035b0/Tottenham-Manchester-United-October-10-2020-Womens-Super-League
4,2020-10-11,Sun,12:30 (04:30),Brighton,Arsenal,,5,0–5,0.6,2.3,The People’s Pension Stadium,,Kirsty Dowle,completed,away_win,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/matches/87481c40/Brighton-and-Hove-Albion-Arsenal-October-11-2020-Womens-Super-League
4,2020-10-11,Sun,13:00 (05:00),Everton,West Ham,3,1,3–1,2.2,0.7,Walton Hall Park,,Edward Duckworth,completed,home_win,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/matches/2c325589/Everton-West-Ham-United-October-11-2020-Womens-Super-League
4,2020-10-11,Sun,14:00 (06:00),Reading,Birmingham City,,1,0–1,1.6,0.5,Madejski Stadium,,Sarah Garratt,completed,away_win,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/matches/493fcab3/Reading-Birmingham-City-October-11-2020-Womens-Super-League
4,2020-10-11,Sun,14:30 (06:30),Chelsea,Manchester City,3,1,3–1,2.7,1.2,Cherry Red Records Fans' Stadium,,Rebecca Welch,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/matches/fd8a20f1/Chelsea-Manchester-City-October-11-2020-Womens-Super-League
5,2020-10-18,Sun,12:30 (04:30),West Ham,Manchester Utd,2,4,2–4,0.4,3.4,Chigwell Construction Stadium,,Ryan Atkin,completed,away_win,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/matches/a99186d0/West-Ham-United-Manchester-United-October-18-2020-Womens-Super-League
5,2020-10-18,Sun,13:00 (05:00),Everton,Brighton,2,2,2–2,1.7,0.8,Walton Hall Park,,Lucy Oliver,completed,draw,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/1f740bee/Everton-Brighton-and-Hove-Albion-October-18-2020-Womens-Super-League
5,2020-10-18,Sun,14:00 (06:00),Bristol City,Birmingham City,,4,0–4,0.4,2.1,Twerton Park Stadium,,Helen Conley,completed,away_win,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/matches/ed0a5c47/Bristol-City-Birmingham-City-October-18-2020-Womens-Super-League
5,2020-10-18,Sun,14:00 (06:00),Reading,Manchester City,1,1,1–1,0.2,1.8,Madejski Stadium,,Savvas Yianni,completed,draw,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/matches/186bbbdd/Reading-Manchester-City-October-18-2020-Womens-Super-League
5,2020-10-18,Sun,14:30 (06:30),Arsenal,Tottenham,6,1,6–1,2.8,1.2,Meadow Park,,Abigail Bryne,completed,home_win,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/matches/64387612/North-London-Derby-Arsenal-Tottenham-October-18-2020-Womens-Super-League
6,2020-11-07,Sat,14:00 (06:00),Tottenham,Reading,1,1,1–1,0.8,1.6,The Hive Stadium,,Helen Conley,completed,draw,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/matches/5bd78fcf/Tottenham-Reading-November-7-2020-Womens-Super-League
6,2020-11-07,Sat,15:00 (07:00),Manchester City,Bristol City,8,1,8–1,4.4,0.5,Academy Stadium,,Christiana Hattersley,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/matches/b289c691/Manchester-City-Bristol-City-November-7-2020-Womens-Super-League
6,2020-11-08,Sun,12:00 (04:00),Chelsea,Everton,4,,4–0,2.0,0.7,Cherry Red Records Fans' Stadium,,Abigail Bryne,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/matches/3aee5401/Chelsea-Everton-November-8-2020-Womens-Super-League
6,2020-11-08,Sun,14:00 (06:00),Birmingham City,West Ham,1,2,1–2,0.7,0.9,SportNation.bet Stadium,,Richie Watkins,completed,away_win,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/matches/e7ee9da7/Birmingham-City-West-Ham-United-November-8-2020-Womens-Super-League
6,2020-11-08,Sun,14:00 (06:00),Brighton,Aston Villa,,2,0–2,0.5,0.7,The People’s Pension Stadium,,Stacey Pearson,completed,away_win,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/matches/fcfdaa3e/Brighton-and-Hove-Albion-Aston-Villa-November-8-2020-Womens-Super-League
6,2020-11-08,Sun,14:30 (06:30),Manchester Utd,Arsenal,1,,1–0,1.4,0.5,Leigh Sports Village Stadium,,Peter Shacklady,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/matches/62527ccf/Manchester-United-Arsenal-November-8-2020-Womens-Super-League
7,2020-11-14,Sat,12:30 (04:30),Manchester Utd,Manchester City,2,2,2–2,1.2,1.7,Leigh Sports Village Stadium,,Amy Fearn,completed,draw,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/matches/df4afaf9/Manchester-Derby-Manchester-United-Manchester-City-November-14-2020-Womens-Super-League
7,2020-11-14,Sat,14:30 (06:30),Aston Villa,Birmingham City,,1,0–1,0.7,0.9,The Banks's Stadium,,Rebecca Welch,completed,away_win,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/matches/51cd7bc1/Aston-Villa-Birmingham-City-November-14-2020-Womens-Super-League
7,2020-11-14,Sat,16:30 (08:30),Everton,Reading,1,1,1–1,1.5,0.3,Walton Hall Park,,Emily Heaslip,completed,draw,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/matches/551b2edc/Everton-Reading-November-14-2020-Womens-Super-League
7,2020-11-14,Sat,18:30 (10:30),Bristol City,Tottenham,2,2,2–2,1.5,0.8,Twerton Park Stadium,,Lisa Benn,completed,draw,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/matches/f373dfe6/Bristol-City-Tottenham-November-14-2020-Womens-Super-League
7,2020-11-15,Sun,12:30 (04:30),West Ham,Brighton,,1,0–1,1.4,0.7,Chigwell Construction Stadium,,Abigail Bryne,completed,away_win,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/e20434d7/West-Ham-United-Brighton-and-Hove-Albion-November-15-2020-Womens-Super-League
7,2020-11-15,Sun,14:30 (06:30),Arsenal,Chelsea,1,1,1–1,1.5,1.0,Meadow Park,,Kirsty Dowle,completed,draw,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/matches/16ee60c9/Arsenal-Chelsea-November-15-2020-Womens-Super-League
8,2020-12-05,Sat,12:30 (04:30),Aston Villa,Manchester Utd,,2,0–2,0.8,1.9,The Banks's Stadium,,Abigail Bryne,completed,away_win,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/matches/ef9985f1/Aston-Villa-Manchester-United-December-5-2020-Womens-Super-League
8,2020-12-06,Sun,12:30 (04:30),Chelsea,West Ham,3,2,3–2,3.3,1.1,Cherry Red Records Fans' Stadium,266,Rebecca Welch,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/matches/8fcc5c38/Chelsea-West-Ham-United-December-6-2020-Womens-Super-League
8,2020-12-06,Sun,14:00 (06:00),Reading,Bristol City,1,1,1–1,2.7,1.0,Madejski Stadium,,Lucy Oliver,completed,draw,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/matches/c25c3efa/Reading-Bristol-City-December-6-2020-Womens-Super-League
8,2020-12-06,Sun,14:00 (06:00),Tottenham,Brighton,3,1,3–1,2.4,1.6,The Hive Stadium,,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/bdd250a4/Tottenham-Brighton-and-Hove-Albion-December-6-2020-Womens-Super-League
8,2020-12-06,Sun,14:00 (06:00),Arsenal,Birmingham City,3,,3–0,3.6,0.1,Meadow Park,,Christiana Hattersley,completed,home_win,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/matches/0227c2c5/Arsenal-Birmingham-City-December-6-2020-Womens-Super-League
8,2020-12-06,Sun,14:30 (06:30),Everton,Manchester City,,3,0–3,0.5,2.4,Walton Hall Park,,Stacey Pearson,completed,away_win,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/matches/75077b4d/Everton-Manchester-City-December-6-2020-Womens-Super-League
4,2020-12-09,Wed,19:30 (11:30),Bristol City,Aston Villa,,4,0–4,0.5,1.6,Twerton Park Stadium,,Amy Fearn,completed,away_win,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/matches/644f124d/Bristol-City-Aston-Villa-December-9-2020-Womens-Super-League
9,2020-12-13,Sun,12:30 (04:30),Reading,Manchester Utd,1,2,1–2,0.5,1.9,Madejski Stadium,,Helen Conley,completed,away_win,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/matches/5de5e6a3/Reading-Manchester-United-December-13-2020-Womens-Super-League
9,2020-12-13,Sun,14:00 (06:00),Bristol City,West Ham,,4,0–4,0.4,2.0,Twerton Park Stadium,,Jane Simms,completed,away_win,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/matches/07bb5058/Bristol-City-West-Ham-United-December-13-2020-Womens-Super-League
9,2020-12-13,Sun,14:00 (06:00),Brighton,Chelsea,,1,0–1,0.1,0.7,The People’s Pension Stadium,457,Lisa Benn,completed,away_win,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/matches/e2e9c2cf/Brighton-and-Hove-Albion-Chelsea-December-13-2020-Womens-Super-League
9,2020-12-13,Sun,14:00 (06:00),Tottenham,Aston Villa,3,1,3–1,1.8,0.5,The Hive Stadium,,Sarah Garratt,completed,home_win,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/matches/e69cb49e/Tottenham-Aston-Villa-December-13-2020-Womens-Super-League
9,2020-12-13,Sun,14:30 (06:30),Manchester City,Arsenal,2,1,2–1,1.8,0.1,Academy Stadium,,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/matches/d5423f72/Manchester-City-Arsenal-December-13-2020-Womens-Super-League
10,2020-12-20,Sun,12:00 (04:00),Manchester Utd,Bristol City,6,1,6–1,1.8,0.9,Leigh Sports Village Stadium,,Lisa Benn,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/matches/8c6c7a9d/Manchester-United-Bristol-City-December-20-2020-Womens-Super-League
10,2020-12-20,Sun,12:30 (04:30),Arsenal,Everton,4,,4–0,3.2,0.2,Meadow Park,,Helen Conley,completed,home_win,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/matches/7a27fc09/Arsenal-Everton-December-20-2020-Womens-Super-League
10,2020-12-20,Sun,14:30 (06:30),Brighton,Reading,1,3,1–3,1.6,0.9,The People’s Pension Stadium,365,Abigail Bryne,completed,away_win,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/matches/8cbb45ad/Brighton-and-Hove-Albion-Reading-December-20-2020-Womens-Super-League
11,2021-01-10,Sun,14:00 (06:00),Tottenham,Birmingham City,,,0–0,,,The Hive Stadium,,Jane Simms,completed,draw,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/matches/c7f3f3d4/Tottenham-Birmingham-City-January-10-2021-Womens-Super-League
11,2021-01-10,Sun,14:00 (06:00),Reading,Chelsea,,5,0–5,0.2,1.8,Madejski Stadium,,Abigail Bryne,completed,away_win,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/matches/670e5736/Reading-Chelsea-January-10-2021-Womens-Super-League
12,2021-01-17,Sun,12:30 (04:30),Manchester City,Aston Villa,7,,7–0,3.8,0.3,Academy Stadium,,Amy Fearn,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/matches/d2e5e4bf/Manchester-City-Aston-Villa-January-17-2021-Womens-Super-League
12,2021-01-17,Sun,13:00 (05:00),Everton,Bristol City,4,,4–0,2.4,0.8,Walton Hall Park,,Christiana Hattersley,completed,home_win,https://fbref.com/en/squads/c4989550/2020-2021/Everton-Women-Stats,https://fbref.com/en/squads/41916f68/2020-2021/Bristol-City-Women-Stats,https://fbref.com/en/matches/a0c70b67/Everton-Bristol-City-January-17-2021-Womens-Super-League
12,2021-01-17,Sun,14:00 (06:00),Reading,Arsenal,1,1,1–1,0.3,2.9,Madejski Stadium,,Lisa Benn,completed,draw,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/squads/411b1108/2020-2021/Arsenal-Women-Stats,https://fbref.com/en/matches/64eb3281/Reading-Arsenal-January-17-2021-Womens-Super-League
12,2021-01-17,Sun,14:00 (06:00),Birmingham City,Brighton,,,0–0,0.3,1.0,SportNation.bet Stadium,,Helen Conley,completed,draw,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/e74c67ad/Birmingham-City-Brighton-and-Hove-Albion-January-17-2021-Womens-Super-League
12,2021-01-17,Sun,14:30 (06:30),Chelsea,Manchester Utd,2,1,2–1,2.0,0.2,Cherry Red Records Fans' Stadium,,Rebecca Welch,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/matches/b6dcc9eb/Chelsea-Manchester-United-January-17-2021-Womens-Super-League
12,2021-01-17,Sun,15:00 (07:00),West Ham,Tottenham,,1,0–1,0.9,0.9,Chigwell Construction Stadium,,Lucy Oliver,completed,away_win,https://fbref.com/en/squads/52d65cea/2020-2021/West-Ham-United-Women-Stats,https://fbref.com/en/squads/e8e4577c/2020-2021/Tottenham-Women-Stats,https://fbref.com/en/matches/20a53322/West-Ham-United-Tottenham-January-17-2021-Womens-Super-League
13,2021-01-23,Sat,12:30 (04:30),Aston Villa,Reading,2,2,2–2,0.8,2.2,The Banks's Stadium,,Kirsty Dowle,completed,draw,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/squads/5d020380/2020-2021/Reading-Women-Stats,https://fbref.com/en/matches/fd57c5bb/Aston-Villa-Reading-January-23-2021-Womens-Super-League
13,2021-01-24,Sun,12:00 (04:00),Manchester Utd,Birmingham City,2,,2–0,3.1,0.0,Leigh Sports Village Stadium,,Stacey Pearson,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2020-2021/Manchester-United-Women-Stats,https://fbref.com/en/squads/e3719fe4/2020-2021/Birmingham-City-Women-Stats,https://fbref.com/en/matches/5e1e04ca/Manchester-United-Birmingham-City-January-24-2021-Womens-Super-League
13,2021-01-24,Sun,14:00 (06:00),Brighton,Manchester City,1,7,1–7,0.2,4.2,The People’s Pension Stadium,,Lisa Benn,completed,away_win,https://fbref.com/en/squads/fa2752bc/2020-2021/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2020-2021/Manchester-City-Women-Stats,https://fbref.com/en/matches/215da2dd/Brighton-and-Hove-Albion-Manchester-City-January-24-2021-Womens-Super-League
5,2021-01-27,Wed,19:00 (11:00),Aston Villa,Chelsea,,4,0–4,0.4,1.7,The Banks's Stadium,,Helen Conley,completed,away_win,https://fbref.com/en/squads/53157aa8/2020-2021/Aston-Villa-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2020-2021/Chelsea-Women-Stats,https://fbref.com/en/matches/855fbc76/Aston-Villa-Chelsea-January-27-2021-Womens-Super-League
