gameweek,date,day_of_week,start_time,home_team,away_team,home_score,away_score,score,home_xg,away_xg,venue,attendance,referee,status,result,home_team_url,away_team_url,match_report_url
13,2023-02-04,Sat,12:30 (04:30),Aston Villa,Brighton,1,1,1–1,0.9,0.6,Poundland Bescot Stadium,1365,Louise Saunders,completed,draw,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/15b0530b/Aston-Villa-Brighton-and-Hove-Albion-February-4-2023-Womens-Super-League
13,2023-02-05,Sun,12:00 (04:00),Manchester Utd,Everton,,,0–0,2.1,0.4,Leigh Sports Village Stadium,5040,Emily Heaslip,completed,draw,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/matches/4f2ae2b3/Manchester-United-Everton-February-5-2023-Womens-Super-League
13,2023-02-05,Sun,12:30 (04:30),Tottenham,Chelsea,2,3,2–3,1.1,0.7,The Breyer Group Stadium,,Abigail Byrne,completed,away_win,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/matches/bbf1c188/Tottenham-Chelsea-February-5-2023-Womens-Super-League
13,2023-02-05,Sun,14:00 (06:00),Liverpool,Reading,2,,2–0,0.7,0.5,Prenton Park,,Jane Simms,completed,home_win,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/matches/ad249bc5/Liverpool-Reading-February-5-2023-Womens-Super-League
13,2023-02-05,Sun,18:45 (10:45),West Ham,Arsenal,,,0–0,0.1,1.6,Chigwell Construction Stadium,2632,Richie Watkins,completed,draw,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/8bdd2670/West-Ham-United-Arsenal-February-5-2023-Womens-Super-League
1,2023-02-11,Sat,12:30 (04:30),Manchester City,Arsenal,2,1,2–1,2.3,0.3,Academy Stadium,4542,Rebecca Welch,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/332e7674/Manchester-City-Arsenal-February-11-2023-Womens-Super-League
1,2023-02-12,Sun,12:00 (04:00),Tottenham,Manchester Utd,1,2,1–2,0.3,0.8,Tottenham Hotspur Stadium,,Amy Fearn,completed,away_win,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/matches/e877e92b/Tottenham-Manchester-United-February-12-2023-Womens-Super-League
1,2023-02-12,Sun,14:00 (06:00),Brighton,Aston Villa,2,6,2–6,1.1,2.3,The American Express Community Stadium,2593,Naguy Maertens,completed,away_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/matches/ed8e8fb1/Brighton-and-Hove-Albion-Aston-Villa-February-12-2023-Womens-Super-League
10,2023-02-12,Sun,14:00 (06:00),Liverpool,Leicester City,,1,0–1,0.8,0.6,Prenton Park,,Richie Watkins,completed,away_win,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/cb0acbcb/Liverpool-Leicester-City-February-12-2023-Womens-Super-League
14,2023-03-05,Sun,12:30 (04:30),Manchester Utd,Leicester City,5,1,5–1,3.5,0.2,Leigh Sports Village Stadium,3600,Melissa Burgin,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/a1410423/Manchester-United-Leicester-City-March-5-2023-Womens-Super-League
14,2023-03-05,Sun,13:00 (05:00),Everton,Aston Villa,,2,0–2,0.4,1.1,Walton Hall Park,,Amy Fearn,completed,away_win,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/matches/7859b075/Everton-Aston-Villa-March-5-2023-Womens-Super-League
14,2023-03-05,Sun,14:00 (06:00),Reading,West Ham,2,1,2–1,1.2,0.9,Select Car Leasing Stadium,,Lisa Benn,completed,home_win,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/matches/0c9354e4/Reading-West-Ham-United-March-5-2023-Womens-Super-League
14,2023-03-05,Sun,14:00 (06:00),Manchester City,Tottenham,3,1,3–1,2.4,0.8,Academy Stadium,,Abigail Byrne,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/matches/9edbc171/Manchester-City-Tottenham-March-5-2023-Womens-Super-League
14,2023-03-08,Wed,19:15 (11:15),Arsenal,Liverpool,2,,2–0,2.6,0.2,Meadow Park,,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/matches/064ed7c2/Arsenal-Liverpool-March-8-2023-Womens-Super-League
14,2023-03-08,Wed,19:30 (11:30),Chelsea,Brighton,3,1,3–1,2.8,0.3,Cherry Red Records Fans' Stadium,916,Abigail Byrne,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/79f762f3/Chelsea-Brighton-and-Hove-Albion-March-8-2023-Womens-Super-League
15,2023-03-12,Sun,12:30 (05:30),Chelsea,Manchester Utd,1,,1–0,1.1,0.8,Cherry Red Records Fans' Stadium,3277,Cheryl Foster,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/matches/8111805e/Chelsea-Manchester-United-March-12-2023-Womens-Super-League
15,2023-03-12,Sun,14:00 (07:00),Liverpool,Tottenham,2,1,2–1,0.8,0.6,Prenton Park,,Jane Simms,completed,home_win,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/matches/55a61cef/Liverpool-Tottenham-March-12-2023-Womens-Super-League
15,2023-03-12,Sun,14:00 (07:00),Brighton,Manchester City,1,2,1–2,0.4,2.7,The People’s Pension Stadium,3500,Yoshimi Yamashita,completed,away_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/matches/0aa8efe8/Brighton-and-Hove-Albion-Manchester-City-March-12-2023-Womens-Super-League
15,2023-03-12,Sun,15:00 (08:00),West Ham,Aston Villa,1,2,1–2,1.4,0.8,Chigwell Construction Stadium,,James Bell,completed,away_win,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/matches/db058f51/West-Ham-United-Aston-Villa-March-12-2023-Womens-Super-League
15,2023-03-12,Sun,15:00 (08:00),Leicester City,Everton,,,0–0,0.9,1.7,King Power Stadium,1237,Stacey Fullicks,completed,draw,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/matches/701608fb/Leicester-City-Everton-March-12-2023-Womens-Super-League
15,2023-03-12,Sun,18:45 (11:45),Arsenal,Reading,4,,4–0,4.2,0.2,Meadow Park,3964,Amy Fearn,completed,home_win,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/matches/e8eaa2c7/Arsenal-Reading-March-12-2023-Womens-Super-League
12,2023-03-15,Wed,19:00 (12:00),Tottenham,Leicester City,1,,1–0,0.6,0.4,The Breyer Group Stadium,,Yoshimi Yamashita,completed,home_win,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/6307682d/Tottenham-Leicester-City-March-15-2023-Womens-Super-League
16,2023-03-24,Fri,19:30 (12:30),Everton,Liverpool,1,1,1–1,1.3,1.5,Walton Hall Park,22161,Lauren Impey,completed,draw,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/matches/fbfbc30b/Merseyside-Derby-Everton-Liverpool-March-24-2023-Womens-Super-League
16,2023-03-25,Sat,15:00 (08:00),Tottenham,Arsenal,1,5,1–5,1.0,3.0,The Breyer Group Stadium,,Louise Saunders,completed,away_win,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/5ddd4b0f/North-London-Derby-Tottenham-Arsenal-March-25-2023-Womens-Super-League
16,2023-03-25,Sat,17:30 (10:30),Manchester Utd,West Ham,4,,4–0,2.3,0.5,Old Trafford,27919,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/matches/4f715767/Manchester-United-West-Ham-United-March-25-2023-Womens-Super-League
16,2023-03-26,Sun,12:40 (04:40),Manchester City,Chelsea,2,,2–0,0.9,0.6,Academy Stadium,5222,Paul Howard,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/matches/76c21718/Manchester-City-Chelsea-March-26-2023-Womens-Super-League
16,2023-03-26,Sun,14:00 (06:00),Aston Villa,Leicester City,5,,5–0,2.0,0.9,Villa Park,6489,Jane Simms,completed,home_win,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/f59c1caa/Aston-Villa-Leicester-City-March-26-2023-Womens-Super-League
16,2023-03-26,Sun,14:00 (06:00),Reading,Brighton,2,2,2–2,1.7,2.2,Select Car Leasing Stadium,,Robert Madley,completed,draw,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/1ba7058e/Reading-Brighton-and-Hove-Albion-March-26-2023-Womens-Super-League
17,2023-04-01,Sat,11:30 (03:30),Brighton,Manchester Utd,,4,0–4,0.6,2.3,The People’s Pension Stadium,4375,Stacey Fullicks,completed,away_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/matches/9db64e44/Brighton-and-Hove-Albion-Manchester-United-April-1-2023-Womens-Super-League
17,2023-04-02,Sun,12:30 (04:30),Arsenal,Manchester City,2,1,2–1,1.0,1.4,Meadow Park,3980,Abigail Byrne,completed,home_win,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/matches/32dc7dd3/Arsenal-Manchester-City-April-2-2023-Womens-Super-League
17,2023-04-02,Sun,13:00 (05:00),Everton,Tottenham,2,1,2–1,0.7,0.4,Walton Hall Park,,Lisa Benn,completed,home_win,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/matches/f94ef386/Everton-Tottenham-April-2-2023-Womens-Super-League
17,2023-04-02,Sun,15:00 (07:00),Leicester City,Reading,2,1,2–1,1.2,0.5,King Power Stadium,,Richie Watkins,completed,home_win,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/matches/1382f5b7/Leicester-City-Reading-April-2-2023-Womens-Super-League
17,2023-04-02,Sun,17:00 (09:00),West Ham,Liverpool,,,0–0,0.1,0.5,Chigwell Construction Stadium,2014,Jane Simms,completed,draw,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/matches/eea7638d/West-Ham-United-Liverpool-April-2-2023-Womens-Super-League
17,2023-04-02,Sun,18:45 (10:45),Aston Villa,Chelsea,,3,0–3,1.3,2.2,Poundland Bescot Stadium,3835,Louise Saunders,completed,away_win,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/matches/c7db4c9b/Aston-Villa-Chelsea-April-2-2023-Womens-Super-League
10,2023-04-19,Wed,19:00 (11:00),Brighton,Everton,3,2,3–2,0.9,1.7,The People’s Pension Stadium,2456,Lauren Impey,completed,home_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/matches/29507eea/Brighton-and-Hove-Albion-Everton-April-19-2023-Womens-Super-League
18,2023-04-19,Wed,19:15 (11:15),Manchester Utd,Arsenal,1,,1–0,0.6,0.5,Leigh Sports Village Stadium,6658,Abigail Byrne,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/3e528eb6/Manchester-United-Arsenal-April-19-2023-Womens-Super-League
18,2023-04-23,Sun,14:00 (06:00),Tottenham,Aston Villa,3,3,3–3,1.7,1.8,The Breyer Group Stadium,,Stacey Pearson,completed,draw,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/matches/b53c4dcf/Tottenham-Aston-Villa-April-23-2023-Womens-Super-League
18,2023-04-23,Sun,14:00 (06:00),Liverpool,Brighton,2,1,2–1,1.0,0.7,Prenton Park,,Lisa Benn,completed,home_win,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/63a137f3/Liverpool-Brighton-and-Hove-Albion-April-23-2023-Womens-Super-League
18,2023-04-23,Sun,14:00 (06:00),Reading,Everton,2,3,2–3,1.1,2.6,Select Car Leasing Stadium,,Louise Saunders,completed,away_win,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/matches/aa80fdd1/Reading-Everton-April-23-2023-Womens-Super-League
18,2023-04-23,Sun,18:45 (10:45),Manchester City,West Ham,6,2,6–2,2.3,1.3,Academy Stadium,2649,Jane Simms,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/matches/d12602b9/Manchester-City-West-Ham-United-April-23-2023-Womens-Super-League
19,2023-04-28,Fri,19:15 (11:15),Aston Villa,Manchester Utd,2,3,2–3,0.6,1.6,Poundland Bescot Stadium,4176,Lisa Benn,completed,away_win,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/matches/028c21c1/Aston-Villa-Manchester-United-April-28-2023-Womens-Super-League
19,2023-04-29,Sat,12:30 (04:30),Leicester City,Liverpool,4,,4–0,1.3,0.9,King Power Stadium,,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/matches/fdb6634c/Leicester-City-Liverpool-April-29-2023-Womens-Super-League
19,2023-04-29,Sat,17:15 (09:15),Tottenham,Brighton,2,2,2–2,1.2,1.5,The Breyer Group Stadium,,Cheryl Foster,completed,draw,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/801a02e3/Tottenham-Brighton-and-Hove-Albion-April-29-2023-Womens-Super-League
19,2023-04-30,Sun,14:00 (06:00),Manchester City,Reading,4,1,4–1,4.7,0.4,Academy Stadium,3102,Amy Fearn,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/matches/7d0b5019/Manchester-City-Reading-April-30-2023-Womens-Super-League
12,2023-05-03,Wed,19:15 (11:15),Chelsea,Liverpool,2,1,2–1,2.7,0.7,Cherry Red Records Fans' Stadium,1664,Abigail Byrne,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/matches/2fb440e2/Chelsea-Liverpool-May-3-2023-Womens-Super-League
20,2023-05-05,Fri,19:30 (11:30),Arsenal,Leicester City,1,,1–0,1.9,0.6,Meadow Park,,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/148559de/Arsenal-Leicester-City-May-5-2023-Womens-Super-League
20,2023-05-07,Sun,12:30 (04:30),Manchester Utd,Tottenham,3,,3–0,2.1,1.1,Leigh Sports Village Stadium,,Kirsty Dowle,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/matches/2165e6d1/Manchester-United-Tottenham-May-7-2023-Womens-Super-League
20,2023-05-07,Sun,14:00 (06:00),Liverpool,Manchester City,2,1,2–1,0.9,1.7,Prenton Park,2552,Jane Simms,completed,home_win,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/matches/d89e37c2/Liverpool-Manchester-City-May-7-2023-Womens-Super-League
20,2023-05-07,Sun,14:00 (06:00),Reading,Aston Villa,,5,0–5,0.3,2.3,Select Car Leasing Stadium,,Abigail Byrne,completed,away_win,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/matches/1024e928/Reading-Aston-Villa-May-7-2023-Womens-Super-League
20,2023-05-07,Sun,14:00 (06:00),Brighton,West Ham,1,,1–0,1.0,0.2,The People’s Pension Stadium,2952,Amy Fearn,completed,home_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/matches/69c18ac0/Brighton-and-Hove-Albion-West-Ham-United-May-7-2023-Womens-Super-League
20,2023-05-07,Sun,18:45 (10:45),Chelsea,Everton,7,,7–0,2.5,0.4,Cherry Red Records Fans' Stadium,,Lisa Benn,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/matches/9c938409/Chelsea-Everton-May-7-2023-Womens-Super-League
18,2023-05-10,Wed,19:00 (11:00),Chelsea,Leicester City,6,,6–0,3.4,0.4,Cherry Red Records Fans' Stadium,1308,Rebecca Welch,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/e1248e9d/Chelsea-Leicester-City-May-10-2023-Womens-Super-League
12,2023-05-10,Wed,19:30 (11:30),Brighton,Arsenal,,4,0–4,0.9,3.0,The People’s Pension Stadium,4411,Kirsty Dowle,completed,away_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/10146de9/Brighton-and-Hove-Albion-Arsenal-May-10-2023-Womens-Super-League
19,2023-05-17,Wed,18:15 (10:15),Everton,Arsenal,1,4,1–4,0.3,3.1,Walton Hall Park,,Cheryl Foster,completed,away_win,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/d18308e3/Everton-Arsenal-May-17-2023-Womens-Super-League
19,2023-05-17,Wed,20:15 (12:15),West Ham,Chelsea,,4,0–4,0.4,2.4,Chigwell Construction Stadium,,Louise Saunders,completed,away_win,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/matches/8edb491b/West-Ham-United-Chelsea-May-17-2023-Womens-Super-League
21,2023-05-20,Sat,16:15 (08:15),Tottenham,Reading,4,1,4–1,1.9,0.8,The Breyer Group Stadium,,Emily Heaslip,completed,home_win,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/matches/93d79b82/Tottenham-Reading-May-20-2023-Womens-Super-League
21,2023-05-21,Sun,12:30 (04:30),Chelsea,Arsenal,2,,2–0,1.9,2.0,Cherry Red Records Fans' Stadium,3456,Abigail Byrne,completed,home_win,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/matches/da6e4e21/Chelsea-Arsenal-May-21-2023-Womens-Super-League
21,2023-05-21,Sun,13:00 (05:00),Everton,Brighton,2,1,2–1,1.2,1.2,Walton Hall Park,,Lauren Impey,completed,home_win,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/matches/91eaba89/Everton-Brighton-and-Hove-Albion-May-21-2023-Womens-Super-League
21,2023-05-21,Sun,14:00 (06:00),Aston Villa,Liverpool,3,3,3–3,1.3,1.2,Villa Park,7517,Kirsty Dowle,completed,draw,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/matches/848a45b9/Aston-Villa-Liverpool-May-21-2023-Womens-Super-League
21,2023-05-21,Sun,15:00 (07:00),Leicester City,West Ham,1,2,1–2,2.5,1.1,King Power Stadium,4023,Lisa Benn,completed,away_win,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/matches/b2c7d4d8/Leicester-City-West-Ham-United-May-21-2023-Womens-Super-League
21,2023-05-21,Sun,18:45 (10:45),Manchester Utd,Manchester City,2,1,2–1,2.0,1.1,Leigh Sports Village Stadium,7864,Rebecca Welch,completed,home_win,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/matches/f7d1b97c/Manchester-Derby-Manchester-United-Manchester-City-May-21-2023-Womens-Super-League
22,2023-05-27,Sat,14:30 (06:30),Manchester City,Everton,3,2,3–2,2.1,1.0,Academy Stadium,3828,Kirsty Dowle,completed,home_win,https://fbref.com/en/squads/9ce68f8a/2022-2023/Manchester-City-Women-Stats,https://fbref.com/en/squads/c4989550/2022-2023/Everton-Women-Stats,https://fbref.com/en/matches/b2fc56e5/Manchester-City-Everton-May-27-2023-Womens-Super-League
22,2023-05-27,Sat,14:30 (06:30),Reading,Chelsea,,3,0–3,0.3,2.3,Select Car Leasing Stadium,,Rebecca Welch,completed,away_win,https://fbref.com/en/squads/5d020380/Reading-Women-Stats,https://fbref.com/en/squads/a6a4e67d/2022-2023/Chelsea-Women-Stats,https://fbref.com/en/matches/a8d40515/Reading-Chelsea-May-27-2023-Womens-Super-League
22,2023-05-27,Sat,14:30 (06:30),Liverpool,Manchester Utd,,1,0–1,0.5,1.1,Prenton Park,,Stacey Fullicks,completed,away_win,https://fbref.com/en/squads/00f74a56/2022-2023/Liverpool-Women-Stats,https://fbref.com/en/squads/0bbd83f6/2022-2023/Manchester-United-Women-Stats,https://fbref.com/en/matches/fbacd8b1/North-West-Derby-Liverpool-Manchester-United-May-27-2023-Womens-Super-League
22,2023-05-27,Sat,14:30 (06:30),West Ham,Tottenham,2,2,2–2,1.0,0.9,Chigwell Construction Stadium,,Stacey Pearson,completed,draw,https://fbref.com/en/squads/52d65cea/2022-2023/West-Ham-United-Women-Stats,https://fbref.com/en/squads/e8e4577c/2022-2023/Tottenham-Women-Stats,https://fbref.com/en/matches/12d83066/West-Ham-United-Tottenham-May-27-2023-Womens-Super-League
22,2023-05-27,Sat,14:30 (06:30),Arsenal,Aston Villa,,2,0–2,0.3,0.8,Meadow Park,,Amy Fearn,completed,away_win,https://fbref.com/en/squads/411b1108/2022-2023/Arsenal-Women-Stats,https://fbref.com/en/squads/53157aa8/2022-2023/Aston-Villa-Women-Stats,https://fbref.com/en/matches/be96b229/Arsenal-Aston-Villa-May-27-2023-Womens-Super-League
22,2023-05-27,Sat,14:30 (06:30),Brighton,Leicester City,,1,0–1,1.1,1.5,The People’s Pension Stadium,3073,Abigail Byrne,completed,away_win,https://fbref.com/en/squads/fa2752bc/2022-2023/Brighton-and-Hove-Albion-Women-Stats,https://fbref.com/en/squads/23bce84e/2022-2023/Leicester-City-Women-Stats,https://fbref.com/en/matches/27ddcd7a/Brighton-and-Hove-Albion-Leicester-City-May-27-2023-Womens-Super-League
